Date,(RF) Risk-Free Return Rate (One Month Treasury Bill Rate),(MKT) Market Return,(MKT-Rf) Excess Return on the Market ,(SMB) Small-Minus-Big Return,(HML) High-Minus-Low Return,(RMW) Robust Minus Weak Return,(CMA) Conservative Minus Aggressive Return,(MOM) Momentum,Amihud LIQ,Adjusted_CPU_Daily,Close,Daily Log Return
08/03/2012,0,0.0199,0.0199,0.0063,0.0051,-0.0026,-0.0017,-0.0075,6.51E-15,5.184005748,1390.99,0.018861295
08/06/2012,0,0.0034,0.0034,0.0054,0.0002,-0.0036,-0.0013,-0.0089,9.62E-16,5.184005748,1394.23,0.002326568
08/07/2012,0,0.0064,0.0064,0.0041,0.0008,0.0006,-0.0056,-0.014,1.78E-15,5.184005748,1401.35,0.005093766
08/08/2012,0,0.0009,0.0009,-0.0018,0.0063,0.0018,0.004,-0.0014,2.47E-16,5.184005748,1402.22,0.000620637
08/09/2012,0,0.0012,0.0012,0.0033,0.0004,-0.0021,-0.0037,-0.0077,1.70E-16,5.184005748,1402.8,0.000413544
08/10/2012,0,0.0017,0.0017,-0.0036,-0.0005,0.0013,0.0007,-0.0023,1.01E-15,5.184005748,1405.87,0.002186089
8/13/2012,0,-0.0014,-0.0014,-0.0016,0.0002,-0.0006,0.0004,0.0049,6.42E-16,5.184005748,1404.11,-0.001252678
8/14/2012,0,-0.0003,-0.0003,-0.0044,-0.0003,0.0031,0.0024,0.0073,5.61E-17,5.184005748,1403.93,-0.000128203
8/15/2012,0,0.0027,0.0027,0.0072,-0.0006,-0.0012,-0.0008,-0.0019,5.49E-16,5.184005748,1405.53,0.001139009
8/16/2012,0,0.0075,0.0075,0.0045,-0.0016,-0.0004,-0.0021,-0.0059,2.89E-15,5.184005748,1415.51,0.007075434
8/17/2012,0,0.0027,0.0027,0.0061,0.0011,0.0003,-0.0016,0.0008,8.12E-16,5.184005748,1418.16,0.001870367
8/20/2012,0,-0.0006,-0.0006,-0.0044,0.0058,-0.002,0.0013,-0.0013,9.71E-18,5.184005748,1418.13,-2.12E-05
8/21/2012,0,-0.0031,-0.0031,0.0017,0.0043,-0.0005,-0.0007,-0.0058,1.36E-15,5.184005748,1413.17,-0.003503694
8/22/2012,0,0,0,-0.005,-0.0035,-0.0022,-0.0032,0.0038,9.41E-17,5.184005748,1413.49,0.000226416
8/23/2012,0,-0.0078,-0.0078,-0.0006,-0.0035,-0.0015,0.0011,0.0049,3.46E-15,5.184005748,1402.08,-0.008104975
8/24/2012,0,0.0061,0.0061,-0.0029,-0.0003,-0.0011,0.0016,0.0023,3.16E-15,5.184005748,1411.13,0.006433954
8/27/2012,0,-0.0006,-0.0006,0.0013,-0.001,0.0001,-0.0016,0.0057,2.52E-16,5.184005748,1410.44,-0.000489089
8/28/2012,0,0.0001,0.0001,0.0056,-0.0011,-0.0002,0,0.0007,3.93E-16,5.184005748,1409.3,-0.000808585
8/29/2012,0,0.0015,0.0015,0.0026,0.0011,-0.0019,0.0011,0.0006,4.19E-16,5.184005748,1410.49,0.000844035
8/30/2012,0,-0.008,-0.008,-0.0044,-0.0004,-0.0001,0.0022,0.0042,3.98E-15,5.184005748,1399.48,-0.007836423
8/31/2012,0,0.0052,0.0052,-0.0008,-0.0003,-0.0007,-0.0027,-0.0042,2.20E-15,5.184005748,1406.58,0.005060487
09/04/2012,0,0.0008,0.0008,0.0094,-0.0019,-0.0026,0.0006,0.0074,4.67E-16,4.819750491,1404.94,-0.001166629
09/05/2012,0,-0.0005,-0.0005,-0.0006,0.0036,-0.0015,0.0007,-0.0041,4.04E-16,4.819750491,1403.44,-0.001068232
09/06/2012,0,0.0207,0.0207,-0.0005,0.0033,-0.0015,0.0009,-0.0063,6.43E-15,4.819750491,1432.12,0.020229498
09/07/2012,0,0.0045,0.0045,0.0008,0.0076,-0.0005,0.0007,-0.0138,1.36E-15,4.819750491,1437.92,0.004041761
09/10/2012,0,-0.0057,-0.0057,0.0032,-0.0007,0.0016,0.0035,-0.0015,2.41E-15,4.819750491,1429.08,-0.006166744
09/11/2012,0,0.0028,0.0028,0.0007,0.0051,-0.0009,0.0017,-0.0063,1.12E-15,4.819750491,1433.56,0.00312998
09/12/2012,0,0.0027,0.0027,0.0013,0.0028,-0.0046,0.0005,-0.0005,7.19E-16,4.819750491,1436.56,0.002090506
9/13/2012,0,0.0156,0.0156,-0.0033,0.0053,-0.0032,0.0002,-0.0029,4.33E-15,4.819750491,1459.99,0.01617822
9/14/2012,0,0.0054,0.0054,0.0056,0.0046,-0.0011,-0.0039,-0.0117,9.62E-16,4.819750491,1465.77,0.003951115
9/17/2012,0,-0.0042,-0.0042,-0.0029,-0.0071,0.0022,-0.0017,0.0081,1.11E-15,4.819750491,1461.19,-0.003129529
9/18/2012,0,-0.0015,-0.0015,-0.0004,-0.0022,-0.0004,0.0005,0.0016,4.68E-16,4.819750491,1459.32,-0.001280598
9/19/2012,0,0.0018,0.0018,-0.0015,0.0003,-0.0012,0.0028,0.0042,4.23E-16,4.819750491,1461.05,0.001184782
9/20/2012,0,-0.0013,-0.0013,-0.0044,-0.0012,0.0005,0.0018,0.002,1.97E-16,4.819750491,1460.26,-0.000540853
9/21/2012,0,0.0004,0.0004,0.0046,-0.0001,-0.0022,0.0012,0.0028,1.92E-17,4.819750491,1460.15,-7.53E-05
9/24/2012,0,-0.0026,-0.0026,-0.0013,0.0035,-0.0008,0.004,0.0015,9.18E-16,4.819750491,1456.89,-0.002235143
9/25/2012,0,-0.0111,-0.0111,-0.0037,-0.0033,0.0004,0.0033,0.0063,3.52E-15,4.819750491,1441.59,-0.010557356
9/26/2012,0,-0.0057,-0.0057,-0.0005,0.0001,0.0015,0.0011,-0.0037,2.03E-15,4.819750491,1433.32,-0.005753239
9/27/2012,0,0.0099,0.0099,0.0022,-0.0013,-0.0011,-0.0032,0.0037,3.79E-15,4.819750491,1447.15,0.009602673
9/28/2012,0,-0.0046,-0.0046,-0.0029,-0.0023,-0.0001,0,-0.0007,1.60E-15,4.819750491,1440.67,-0.004487822
10/01/2012,0,0.0026,0.0026,0.0011,0.0022,0.0006,0.0015,-0.001,9.41E-16,3.996389137,1444.49,0.002648035
10/02/2012,0,0.001,0.001,-0.0016,0.0025,-0.0017,0.0005,0.0009,3.27E-16,3.996389137,1445.75,0.0008719
10/03/2012,0,0.0036,0.0036,-0.0068,-0.0003,-0.0039,0.0043,0.012,1.27E-15,3.996389137,1450.99,0.003617864
10/04/2012,0,0.0076,0.0076,-0.0008,0.007,-0.0014,0.0021,-0.0028,2.44E-15,3.996389137,1461.4,0.007148798
10/05/2012,0,-0.0003,-0.0003,-0.0017,0.0023,-0.0013,0.0062,0.0017,1.25E-16,3.996389137,1460.93,-0.000321661
10/08/2012,0,-0.0036,-0.0036,-0.002,0.0019,0.0002,0.0008,-0.0045,1.84E-15,3.996389137,1455.88,-0.00346269
10/09/2012,0,-0.0105,-0.0105,-0.0026,0.0033,0.0012,0.0008,-0.004,3.86E-15,3.996389137,1441.48,-0.009940165
10/10/2012,0,-0.0058,-0.0058,0.004,0.0028,-0.0036,0.0029,0.0048,2.42E-15,3.996389137,1432.56,-0.00620731
10/11/2012,0,0.0011,0.0011,0.0035,0.0062,-0.0018,0.0012,-0.0084,6.69E-17,3.996389137,1432.84,0.000195435
10/12/2012,0,-0.0034,-0.0034,-0.0039,-0.0087,0.0053,-0.0019,0.0012,1.19E-15,3.996389137,1428.59,-0.002970545
10/15/2012,0,0.0079,0.0079,-0.002,0.0012,-0.0023,0.0028,0.002,2.89E-15,3.996389137,1440.13,0.008045443
10/16/2012,0,0.01,0.01,-0.0028,-0.0022,0.0021,-0.0058,-0.0027,3.54E-15,3.996389137,1454.92,0.010217529
10/17/2012,0,0.0049,0.0049,0.0025,0.0105,-0.0061,0.0041,0.0016,1.38E-15,3.996389137,1460.91,0.004108613
10/18/2012,0,-0.0031,-0.0031,-0.0049,0.0024,-0.0005,0.0046,-0.0027,7.79E-16,3.996389137,1457.34,-0.002446673
10/19/2012,0,-0.0168,-0.0168,-0.0035,0.0046,-0.0012,0.0042,0.0028,5.42E-15,3.996389137,1433.19,-0.016710127
10/22/2012,0,0.0001,0.0001,-0.0007,0.0018,0.0014,-0.0019,0.0012,1.72E-16,3.996389137,1433.82,0.000439482
10/23/2012,0,-0.0129,-0.0129,0.0091,-0.0049,-0.0004,-0.0002,-0.0026,5.17E-15,3.996389137,1413.11,-0.014549262
10/24/2012,0,-0.0028,-0.0028,-0.0017,0.0041,-0.0043,0.0018,0.0096,1.17E-15,3.996389137,1408.75,-0.003090163
10/25/2012,0,0.0027,0.0027,0.0023,0.0003,0.0007,-0.0009,-0.0061,1.08E-15,3.996389137,1412.97,0.002991086
10/26/2012,0,-0.0007,-0.0007,-0.002,-0.0043,0.0038,-0.0021,-0.0001,2.83E-16,3.996389137,1411.94,-0.000729227
10/31/2012,0,0.0014,0.0014,0.0056,0.0037,0.0004,0.001,-0.0021,5.55E-17,3.996389137,1412.16,0.000155802
11/01/2012,0,0.0119,0.0119,0.0024,0.0014,0.0025,0.0003,-0.0081,3.49E-15,6.956770624,1427.59,0.010867261
11/02/2012,0,-0.0104,-0.0104,-0.0047,0.0024,0.0031,0.0047,0.0004,3.21E-15,6.956770624,1414.2,-0.009423708
11/05/2012,0,0.0028,0.0028,0.0038,-0.0022,-0.001,-0.0021,-0.0008,9.40E-16,6.956770624,1417.26,0.00216143
11/06/2012,0,0.008,0.008,0.0002,0.0053,0.0023,0.0015,-0.0049,2.98E-15,6.956770624,1428.39,0.007822506
11/07/2012,0,-0.0231,-0.0231,-0.0021,-0.0134,0.0023,0.0008,0.0057,7.11E-15,6.956770624,1394.53,-0.023990495
11/08/2012,0,-0.0124,-0.0124,-0.0024,0.0044,-0.0026,0.0037,0.0009,4.25E-15,6.956770624,1377.51,-0.012279919
11/09/2012,0,0.0015,0.0015,-0.0001,-0.0011,0.0002,-0.0008,0.0028,6.07E-16,6.956770624,1379.85,0.001697276
11/12/2012,0,0,0,-0.0016,0.0002,0.0006,0.0001,0.0001,6.63E-17,6.956770624,1380.03,0.00013044
11/13/2012,0,-0.004,-0.004,-0.0021,-0.0029,0.0002,0.0023,0.0054,1.51E-15,6.956770624,1374.53,-0.003993384
11/14/2012,0,-0.014,-0.014,-0.0037,-0.0019,0.001,-0.0026,-0.0052,4.51E-15,6.956770624,1355.49,-0.013948842
11/15/2012,0,-0.0024,-0.0024,-0.0033,0.0022,0.0013,-0.0001,-0.0052,5.40E-16,6.956770624,1353.33,-0.001594791
11/16/2012,0,0.0058,0.0058,0.0003,0.0007,-0.0035,0.002,0.0084,1.58E-15,6.956770624,1359.88,0.004828239
11/19/2012,0,0.0198,0.0198,0.0024,-0.0006,0.0045,-0.0018,0.0023,7.56E-15,6.956770624,1386.89,0.01966737
11/20/2012,0,0.0011,0.0011,-0.0005,0.0017,-0.0036,0.0018,0.0082,2.68E-16,6.956770624,1387.81,0.000663135
11/21/2012,0,0.0031,0.0031,0.0034,-0.0015,-0.0002,0.0009,-0.0022,1.12E-15,6.956770624,1391.03,0.002317515
11/23/2012,0,0.0128,0.0128,-0.0015,0.0008,0.0012,-0.0002,-0.0023,1.10E-14,6.956770624,1409.15,0.012942206
11/26/2012,0,-0.0014,-0.0014,0.0051,-0.0018,-0.0008,-0.0028,0.0003,8.82E-16,6.956770624,1406.29,-0.002031655
11/27/2012,0,-0.0043,-0.0043,0.004,-0.002,0,0.0002,-0.0026,2.03E-15,6.956770624,1398.94,-0.005240224
11/28/2012,0,0.0083,0.0083,0.0001,-0.0031,0.0031,-0.0015,-0.0028,2.97E-15,6.956770624,1409.93,0.007825251
11/29/2012,0,0.0054,0.0054,0.007,0,-0.0019,-0.0018,0.0004,1.61E-15,6.956770624,1415.95,0.004260626
11/30/2012,0,0.0002,0.0002,-0.0016,0.0028,-0.0015,0.0034,0.0007,5.21E-17,6.956770624,1416.18,0.000162422
12/03/2012,0.00001,-0.00459,-0.0046,0.0029,0.0024,-0.0004,0.0007,0.0009,1.98E-15,4.602679474,1409.46,-0.004756454
12/04/2012,0.00001,-0.00159,-0.0016,0.0036,-0.0003,0,0.0004,-0.0052,6.74E-16,4.602679474,1407.05,-0.001711338
12/05/2012,0.00001,0.00171,0.0017,-0.006,0.0088,-0.0053,0.0061,-0.009,4.75E-16,4.602679474,1409.28,0.001583622
12/06/2012,0.00001,0.00311,0.0031,-0.0018,-0.0011,0.0017,-0.0016,-0.0004,1.30E-15,4.602679474,1413.94,0.003301198
12/07/2012,0.00001,0.00271,0.0027,-0.0034,0.0029,-0.0007,0.004,-0.003,1.18E-15,4.602679474,1418.07,0.002916658
12/10/2012,0.00001,0.00111,0.0011,0.0042,-0.0005,-0.001,-0.0002,-0.0031,1.43E-16,4.602679474,1418.55,0.000338431
12/11/2012,0.00001,0.00681,0.0068,0.0041,-0.0008,-0.0032,-0.0023,-0.0031,2.25E-15,4.602679474,1427.84,0.00652759
12/12/2012,0.00001,-0.00019,-0.0002,-0.0065,0.0052,-0.0031,0.0021,-0.0019,1.52E-16,4.602679474,1428.48,0.000448129
12/13/2012,0.00001,-0.00579,-0.0058,0.0009,0.0007,0.001,0.0012,-0.0015,2.40E-15,4.602679474,1419.45,-0.006341469
12/14/2012,0.00001,-0.00339,-0.0034,0.0031,0.0023,-0.0017,0.0033,-0.0045,1.64E-15,4.602679474,1413.58,-0.004143979
12/17/2012,0.00001,0.01161,0.0116,0,0.0062,-0.0043,0.0006,0.0075,4.30E-15,4.602679474,1430.36,0.011800667
12/18/2012,0.00001,0.01201,0.012,0.0038,0.0008,0.0011,-0.0059,-0.0041,3.30E-15,4.602679474,1446.79,0.011421148
12/19/2012,0.00001,-0.00599,-0.006,0.0062,0.0027,-0.0002,-0.0025,-0.0008,2.47E-15,4.602679474,1435.81,-0.007618159
12/20/2012,0.00001,0.00531,0.0053,-0.0016,0.0075,-0.0043,0.0021,0.0019,1.85E-15,4.602679474,1443.69,0.005473186
12/21/2012,0.00001,-0.00879,-0.0088,0.0044,-0.0027,0.0023,-0.0015,-0.002,2.27E-15,4.602679474,1430.15,-0.009423002
12/24/2012,0.00001,-0.00239,-0.0024,-0.0021,-0.0002,-0.0013,0.0017,0.0041,2.47E-15,4.602679474,1426.66,-0.002443286
12/26/2012,0.00001,-0.00539,-0.0054,-0.0013,0.0031,-0.0014,0.0018,-0.0042,2.66E-15,4.602679474,1419.83,-0.004798902
12/27/2012,0.00001,-0.00109,-0.0011,-0.0003,-0.0013,0.0016,-0.0004,0.0029,5.47E-16,4.602679474,1418.1,-0.001219199
12/28/2012,0.00001,-0.00999,-0.01,0.0046,0.0003,-0.0009,0.0011,0.0035,5.88E-15,4.602679474,1402.43,-0.011111501
12/31/2012,0.00001,0.01711,0.0171,0.0037,-0.0012,0.0012,-0.0025,0.0023,6.62E-15,4.602679474,1426.19,0.016800107
01/02/2013,0,0.0262,0.0262,0.0012,0.0038,-0.0064,0.0001,0.0019,7.35E-15,4.942143114,1462.42,0.025086045
01/03/2013,0,-0.0014,-0.0014,0.0014,0.0004,0.0018,0.0027,-0.0043,6.72E-16,4.942143114,1459.37,-0.002087762
01/04/2013,0,0.0055,0.0055,0.0018,0.0036,-0.0036,0.0024,-0.0037,1.74E-15,4.942143114,1466.47,0.004853317
01/07/2013,0,-0.0031,-0.0031,-0.0012,-0.0035,-0.001,-0.0014,0.0019,1.17E-15,4.942143114,1461.89,-0.003128033
01/08/2013,0,-0.0027,-0.0027,0.0004,0,-0.0016,0.001,0.0084,1.11E-15,4.942143114,1457.15,-0.003247646
01/09/2013,0,0.0034,0.0034,0.0023,-0.004,-0.0004,-0.0018,0.0008,8.89E-16,4.942143114,1461.02,0.002652349
01/10/2013,0,0.0066,0.0066,-0.0059,0.0049,-0.0019,0.0006,-0.0021,2.27E-15,4.942143114,1472.12,0.007568717
01/11/2013,0,0.0002,0.0002,0.0005,-0.0043,0.0023,-0.0021,-0.0018,1.74E-17,4.942143114,1472.05,-4.76E-05
1/14/2013,0,-0.0006,-0.0006,0.0003,-0.0005,-0.0007,0.0032,-0.0026,3.79E-16,4.942143114,1470.68,-0.000931108
1/15/2013,0,0.0019,0.0019,0.0026,0,-0.0009,0.0006,-0.003,4.40E-16,4.942143114,1472.34,0.001128093
1/16/2013,0,-0.0004,-0.0004,-0.0025,0.0023,-0.0002,-0.0002,0.002,7.11E-17,4.942143114,1472.63,0.000196946
1/17/2013,0,0.0061,0.0061,0.004,-0.001,0.0019,0,-0.0019,1.85E-15,4.942143114,1480.94,0.005627103
1/18/2013,0,0.0029,0.0029,0.0004,-0.0009,0.0018,0.0025,0.0007,1.08E-15,4.942143114,1485.98,0.003397466
1/22/2013,0,0.0048,0.0048,0.0021,0.0044,-0.0024,0.0011,-0.0022,1.49E-15,4.942143114,1492.56,0.004418279
1/23/2013,0,0.001,0.001,-0.0035,-0.0013,-0.0014,-0.0012,0.0024,5.11E-16,4.942143114,1494.81,0.001506342
1/24/2013,0,0.0009,0.0009,0.0037,0.0004,0.0008,0.0047,-0.0085,2.18E-18,4.942143114,1494.82,6.69E-06
1/25/2013,0,0.0059,0.0059,-0.0014,-0.0032,-0.0016,-0.0014,-0.0017,1.87E-15,4.942143114,1502.96,0.005430699
1/28/2013,0,-0.0014,-0.0014,0.0038,0.0015,-0.0003,-0.0002,-0.0034,6.56E-16,4.942143114,1500.18,-0.001851396
1/29/2013,0,0.0036,0.0036,-0.0044,0.0031,-0.0012,0.0033,0.0005,1.54E-15,4.942143114,1507.84,0.005093062
1/30/2013,0,-0.0038,-0.0038,-0.0085,0.0016,-0.001,0,0.0013,1.26E-15,4.942143114,1501.96,-0.003907241
1/31/2013,0,-0.0008,-0.0008,0.0071,0.0017,-0.0021,0.0005,-0.0037,7.71E-16,4.942143114,1498.11,-0.002566608
02/01/2013,0,0.0099,0.0099,0.0008,0.0024,-0.0026,-0.0003,0.0031,3.10E-15,3.494808525,1513.17,0.010002474
02/04/2013,0,-0.0119,-0.0119,-0.0011,-0.0017,0,-0.0002,0,4.12E-15,3.494808525,1495.71,-0.011605778
02/05/2013,0,0.0107,0.0107,-0.0004,0.0014,-0.0001,-0.001,0.0013,3.41E-15,3.494808525,1511.29,0.01036258
02/06/2013,0,0.0015,0.0015,0.0029,0.0014,-0.0015,0.0002,-0.0032,1.81E-16,3.494808525,1512.12,0.000549049
02/07/2013,0,-0.0015,-0.0015,-0.0006,0.0002,0.0019,-0.0002,-0.0011,5.96E-16,3.494808525,1509.39,-0.001807044
02/08/2013,0,0.0058,0.0058,0.0003,-0.0018,0.0009,-0.0045,-0.002,2.24E-15,3.494808525,1517.93,0.005641969
02/11/2013,0,-0.0008,-0.0008,-0.0002,0.0038,-0.0019,0.003,-0.0003,2.68E-16,3.494808525,1517.01,-0.000606272
02/12/2013,0,0.0016,0.0016,0.0027,0.0072,-0.0056,0.0046,0.0001,5.53E-16,3.494808525,1519.43,0.001593972
2/13/2013,0,0.0014,0.0014,0.0007,0.0001,0,-0.0002,0.0016,2.07E-16,3.494808525,1520.33,0.000592152
2/14/2013,0,0.0011,0.0011,0.0027,0.0012,-0.0036,-0.0019,-0.0006,2.17E-16,3.494808525,1521.38,0.000690401
2/15/2013,0,-0.0011,-0.0011,0.0002,-0.0009,-0.0003,0.0016,0.0041,3.23E-16,3.494808525,1519.79,-0.00104565
2/19/2013,0,0.0074,0.0074,0.0025,0.0015,-0.0008,0.0038,-0.0005,2.29E-15,3.494808525,1530.94,0.007309758
2/20/2013,0,-0.0136,-0.0136,-0.006,-0.0061,0.0029,0.001,-0.0002,3.50E-15,3.494808525,1511.95,-0.012481717
2/21/2013,0,-0.0066,-0.0066,-0.0029,-0.0003,0.0003,0.0026,-0.0005,1.77E-15,3.494808525,1502.42,-0.006323067
2/22/2013,0,0.0094,0.0094,0.0021,-0.0004,-0.0016,-0.0009,0.0024,3.03E-15,3.494808525,1515.6,0.008734259
2/25/2013,0,-0.0182,-0.0182,-0.0024,-0.0072,0.0062,-0.0038,-0.0014,5.57E-15,3.494808525,1487.85,-0.018479275
2/26/2013,0,0.0058,0.0058,-0.0017,0.0004,0.0003,0.0025,0.0041,1.84E-15,3.494808525,1496.94,0.0060909
2/27/2013,0,0.0129,0.0129,-0.0032,0.0015,-0.0019,0.0001,0.0051,4.23E-15,3.494808525,1515.99,0.012645666
2/28/2013,0,-0.0005,-0.0005,0.0012,-0.0013,0.0004,0,0.0029,2.63E-16,3.494808525,1514.68,-0.000864495
03/01/2013,0,0.0022,0.0022,0.0013,-0.003,-0.0011,-0.0002,0.0097,7.45E-16,2.903624632,1518.2,0.002321227
03/04/2013,0,0.0047,0.0047,-0.0036,0.0011,-0.0037,0.0048,0.0121,1.59E-15,2.903624632,1525.2,0.004600126
03/05/2013,0,0.0101,0.0101,0.0015,-0.0017,0.0001,0.0001,0.001,3.08E-15,2.903624632,1539.79,0.009520494
03/06/2013,0,0.0018,0.0018,0.0014,0.0047,-0.0022,0.0013,-0.0031,3.44E-16,2.903624632,1541.46,0.001083976
03/07/2013,0,0.0027,0.0027,0.0021,0.0043,-0.0022,0.0003,-0.0042,5.82E-16,2.903624632,1544.26,0.001814812
03/08/2013,0,0.0052,0.0052,0.0038,-0.0016,0,-0.0001,-0.0002,1.42E-15,2.903624632,1551.18,0.0044711
03/11/2013,0,0.003,0.003,-0.0028,0.0026,0,0.0003,-0.0026,1.21E-15,2.903624632,1556.22,0.003243872
03/12/2013,0,-0.0022,-0.0022,0.0002,-0.0018,0.0027,0.0007,-0.0021,8.52E-16,2.903624632,1552.48,-0.002406152
3/13/2013,0,0.002,0.002,0.0023,0.0014,0.0008,0.0027,0.0008,4.95E-16,2.903624632,1554.52,0.001313164
3/14/2013,0,0.0058,0.0058,0.0041,0.004,-0.0005,-0.0004,-0.0044,1.86E-15,2.903624632,1563.23,0.005587377
3/15/2013,0,-0.0019,-0.0019,0.0012,0.0039,0.002,0.0003,-0.0059,3.61E-16,2.903624632,1560.7,-0.001619755
3/18/2013,0,-0.005,-0.005,0.0012,-0.0029,0.0036,0.0003,-0.0001,2.02E-15,2.903624632,1552.1,-0.005525586
3/19/2013,0,-0.0024,-0.0024,-0.0003,0.0001,0.0013,0.0039,0.0029,7.43E-16,2.903624632,1548.34,-0.002425463
3/20/2013,0,0.0076,0.0076,0.0021,-0.0001,-0.0024,0.0024,0.0042,2.30E-15,2.903624632,1558.71,0.006675167
3/21/2013,0,-0.0085,-0.0085,0.0014,-0.0026,0.0001,0.0008,0.0009,2.99E-15,2.903624632,1545.8,-0.00831698
3/22/2013,0,0.0062,0.0062,-0.0048,-0.0025,0.0015,-0.001,0.0017,2.80E-15,2.903624632,1556.89,0.007148666
3/25/2013,0,-0.0029,-0.0029,0.0031,0.0002,0.0008,-0.0003,-0.0003,1.22E-15,2.903624632,1551.69,-0.003345582
3/26/2013,0,0.0076,0.0076,-0.004,-0.0021,0.001,-0.0011,0.0042,3.11E-15,2.903624632,1563.77,0.007754913
3/27/2013,0,-0.0002,-0.0002,0.0009,-0.0029,0.0011,-0.0013,0.0016,2.33E-16,2.903624632,1562.85,-0.000588495
3/28/2013,0,0.0039,0.0039,-0.0031,-0.0027,-0.0016,0.0005,0.0049,1.41E-15,2.903624632,1569.19,0.004048485
04/01/2013,0,-0.0057,-0.0057,-0.0089,0.0002,0.0014,0.0022,0.0035,1.88E-15,4.233673106,1562.17,-0.004483682
04/02/2013,0,0.0033,0.0033,-0.0088,-0.0027,-0.001,0.0004,0.0031,1.79E-15,4.233673106,1570.25,0.005158962
04/03/2013,0,-0.0116,-0.0116,-0.0039,-0.0011,0.0054,-0.0015,-0.0065,3.02E-15,4.233673106,1553.69,-0.010602096
04/04/2013,0,0.0042,0.0042,0.0024,0.0026,-0.0008,0.0027,0.0015,1.39E-15,4.233673106,1559.98,0.004040254
04/05/2013,0,-0.0041,-0.0041,0.0008,0.0031,-0.001,0.0027,0.0015,1.42E-15,4.233673106,1553.28,-0.004304177
04/08/2013,0,0.007,0.007,0.0011,0.0026,-0.0036,0.0014,0.0026,2.51E-15,4.233673106,1563.07,0.006283012
04/09/2013,0,0.0031,0.0031,-0.0042,0.0017,0,-0.0038,-0.0038,1.25E-15,4.233673106,1568.61,0.003538041
04/10/2013,0,0.0128,0.0128,0.0062,-0.0008,-0.0009,-0.0005,-0.0001,3.98E-15,4.233673106,1587.73,0.012115446
04/11/2013,0,0.0035,0.0035,-0.0019,-0.0018,0.0015,0.0042,0.0048,1.18E-15,4.233673106,1593.37,0.003545947
04/12/2013,0,-0.0028,-0.0028,-0.0015,-0.0045,0,0.0002,0.0023,1.00E-15,4.233673106,1588.85,-0.002840786
4/15/2013,0,-0.0248,-0.0248,-0.0146,-0.0027,0.0006,-0.0003,-0.0028,5.78E-15,4.233673106,1552.36,-0.02323413
4/16/2013,0,0.0147,0.0147,0.0016,0.0008,-0.0033,-0.0008,0.0078,4.44E-15,4.233673106,1574.57,0.014205866
4/17/2013,0,-0.0146,-0.0146,-0.0033,-0.0052,0.0012,0.0026,0.0031,3.94E-15,4.233673106,1552.01,-0.014431354
4/18/2013,0,-0.0071,-0.0071,0.0019,-0.0003,0.0049,0.0013,-0.0023,2.02E-15,4.233673106,1541.61,-0.00672354
4/19/2013,0,0.0097,0.0097,0.0008,0.001,-0.0033,0.002,0.0125,2.86E-15,4.233673106,1555.25,0.00880898
4/22/2013,0,0.0045,0.0045,-0.002,-0.0013,0.0023,-0.0029,-0.0004,1.80E-15,4.233673106,1562.5,0.004650798
4/23/2013,0,0.0111,0.0111,0.0054,0.0061,-0.0051,0.0028,0.0011,3.31E-15,4.233673106,1578.78,0.010365294
4/24/2013,0,0.0006,0.0006,0.0049,0.0115,-0.0007,-0.0019,-0.0087,2.01E-18,4.233673106,1578.79,6.33E-06
4/25/2013,0,0.0049,0.0049,0.0019,-0.0011,-0.0006,-0.0012,-0.0025,1.17E-15,4.233673106,1585.16,0.004026618
4/26/2013,0,-0.002,-0.002,-0.0037,-0.0024,0.0008,0.0014,-0.0006,6.56E-16,4.233673106,1582.24,-0.001843784
4/29/2013,0,0.0067,0.0067,0.0007,-0.0009,0.0023,-0.0036,-0.006,2.80E-15,4.233673106,1593.61,0.007160318
4/30/2013,0,0.0029,0.0029,0.0036,-0.0001,0.0021,-0.0031,-0.0081,7.47E-16,4.233673106,1597.57,0.002481842
05/01/2013,0,-0.0108,-0.0108,-0.0145,-0.0017,-0.0003,-0.0009,-0.0002,3.01E-15,1.731458815,1582.7,-0.009351475
05/02/2013,0,0.0104,0.0104,0.0055,0.001,-0.0049,-0.0024,0.004,3.13E-15,1.731458815,1597.59,0.009363994
05/03/2013,0,0.0112,0.0112,0.006,0.0018,-0.0021,-0.0027,-0.0036,3.24E-15,1.731458815,1614.42,0.010479515
05/06/2013,0,0.0023,0.0023,0.0027,0.0083,-0.0052,0.0011,-0.0008,6.93E-16,1.731458815,1617.5,0.001905988
05/07/2013,0,0.0054,0.0054,0.0017,0.0015,0.0022,0.0028,0.0016,1.74E-15,1.731458815,1625.96,0.005216663
05/08/2013,0,0.0044,0.0044,-0.0022,0.0015,-0.0006,-0.0016,-0.0057,1.28E-15,1.731458815,1632.69,0.004130551
05/09/2013,0,-0.0031,-0.0031,0.0006,-0.0025,0.0002,-0.0021,0.0004,1.18E-15,1.731458815,1626.67,-0.003693981
05/10/2013,0,0.0054,0.0054,0.004,-0.0018,-0.003,-0.0001,0.0016,1.54E-15,1.731458815,1633.7,0.004312401
5/13/2013,0,-0.0002,-0.0002,-0.0024,-0.0004,-0.004,0.001,0.0038,1.62E-17,1.731458815,1633.77,4.28E-05
5/14/2013,0,0.011,0.011,0.0017,0.0027,-0.0021,0.0014,0.0045,3.18E-15,1.731458815,1650.34,0.0100911
